Age,Employee Count,Employee Id,Gender,Marital Status,Over 18,Over Time,Num Companies Worked,Standard Hours,Department,Business Travel,Job Role,Job Level,Job Involvement,Total Working Years,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager,Training Times Last Year,Daily Rate,Hourly Rate,Monthly Rate,MonthlyIncome,Percent Salary Hike,Stock Option Level,Environment Satisfaction,Job Satisfaction,Relationship Satisfaction,Work Life Balance,Performance Rating,Education,Education Field,Attrition,Distance From Home
37,1,689,Male,Married,Y,No,1,80,Research & Development,Travel_Rarely,Manufacturing Director,3,3,10,10,7,7,8,2,482,36,9606,9434,15,1,3,3,3,3,3,3,Other,No,3
29,1,690,Female,Married,Y,No,1,80,Sales,Travel_Rarely,Sales Executive,2,3,6,6,0,1,2,5,1176,62,3487,5561,14,1,2,3,1,2,3,2,Medical,No,3
35,1,691,Male,Single,Y,No,1,80,Research & Development,Travel_Rarely,Research Scientist,2,1,17,17,11,11,8,3,1017,82,19368,6646,13,0,2,4,2,3,3,4,Life Sciences,No,6
33,1,692,Male,Divorced,Y,No,3,80,Research & Development,Travel_Frequently,Healthcare Representative,2,3,15,13,11,4,7,2,1296,30,5335,7725,23,1,3,4,3,1,4,3,Life Sciences,No,6
54,1,698,Male,Married,Y,No,2,80,Human Resources,Travel_Rarely,Human Resources,3,3,16,9,7,7,1,1,397,88,6729,10725,15,1,3,2,3,4,3,4,Medical,No,19
36,1,699,Male,Divorced,Y,Yes,2,80,Research & Development,Travel_Rarely,Manufacturing Director,2,2,13,3,2,0,2,2,913,48,13934,8847,11,1,2,2,3,3,3,2,Medical,No,9
27,1,700,Male,Single,Y,No,0,80,Research & Development,Travel_Rarely,Research Scientist,1,2,5,4,2,1,1,0,1115,54,15174,2045,13,0,1,4,4,3,3,4,Medical,No,3
20,1,701,Male,Single,Y,Yes,1,80,Research & Development,Travel_Rarely,Research Scientist,1,3,1,1,0,1,1,5,1362,32,26999,1009,11,0,4,3,4,3,3,1,Medical,Yes,10
33,1,702,Male,Single,Y,Yes,1,80,Research & Development,Travel_Frequently,Research Scientist,1,3,10,10,8,9,7,3,1076,70,3164,3348,11,0,1,1,1,3,3,3,Life Sciences,Yes,3
35,1,704,Male,Married,Y,No,1,80,Research & Development,Non-Travel,Laboratory Technician,1,2,1,1,0,0,0,3,727,41,16900,1281,18,2,3,3,3,3,3,3,Life Sciences,No,3
23,1,705,Male,Married,Y,No,2,80,Research & Development,Travel_Rarely,Research Scientist,1,4,5,3,2,0,2,3,885,58,8544,2819,16,1,1,1,1,4,3,3,Medical,No,4
25,1,707,Male,Married,Y,No,0,80,Sales,Travel_Rarely,Sales Executive,2,4,4,3,2,1,2,4,810,57,15678,4851,22,1,4,2,3,3,4,3,Life Sciences,No,8
38,1,709,Female,Single,Y,No,0,80,Sales,Travel_Rarely,Sales Executive,2,2,8,7,7,0,5,2,243,46,7791,4028,20,0,4,4,1,3,4,4,Marketing,No,7
29,1,710,Male,Divorced,Y,No,1,80,Research & Development,Travel_Frequently,Research Scientist,1,1,10,10,7,2,8,5,806,76,18959,2720,18,1,2,4,4,3,3,4,Life Sciences,No,1
48,1,712,Male,Married,Y,No,3,80,Sales,Travel_Rarely,Sales Executive,2,4,12,2,2,2,2,3,817,56,18597,8120,12,0,2,2,4,3,3,1,Marketing,No,2
27,1,714,Female,Divorced,Y,Yes,1,80,Sales,Travel_Frequently,Sales Executive,2,4,6,6,5,0,4,3,1410,71,16673,4647,20,2,4,4,2,3,4,1,Medical,No,3
37,1,715,Male,Single,Y,No,3,80,Research & Development,Travel_Rarely,Research Scientist,1,4,4,1,0,0,0,2,1225,80,15232,4680,17,0,4,4,1,3,3,2,Life Sciences,No,10
50,1,716,Male,Married,Y,Yes,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,4,20,20,8,3,8,3,1207,74,3297,3221,11,3,4,3,3,3,3,1,Medical,No,28
34,1,717,Female,Single,Y,No,1,80,Research & Development,Travel_Rarely,Healthcare Representative,3,2,9,8,7,7,7,3,1442,46,17654,8621,14,0,4,2,2,4,3,3,Medical,No,9
24,1,720,Female,Single,Y,No,9,80,Sales,Travel_Rarely,Sales Executive,2,3,4,2,2,2,0,3,693,65,24785,4577,14,0,1,3,1,3,3,2,Life Sciences,Yes,3
39,1,721,Female,Single,Y,No,1,80,Research & Development,Travel_Rarely,Healthcare Representative,2,2,20,20,7,11,10,4,408,80,20978,4553,11,0,4,3,1,3,3,4,Technical Degree,No,2
32,1,722,Male,Single,Y,No,1,80,Sales,Travel_Rarely,Sales Executive,2,3,10,10,7,0,8,2,929,55,21703,5396,12,0,4,4,4,2,3,3,Marketing,No,10
50,1,723,Male,Married,Y,Yes,3,80,Sales,Travel_Frequently,Sales Executive,2,3,18,4,3,1,3,4,562,50,23452,6796,14,1,2,3,1,3,3,2,Technical Degree,Yes,8
38,1,724,Female,Single,Y,No,0,80,Research & Development,Travel_Rarely,Healthcare Representative,2,4,10,9,7,1,8,4,827,33,19383,7625,13,0,2,4,3,2,3,4,Life Sciences,No,1
27,1,725,Female,Married,Y,No,1,80,Research & Development,Travel_Rarely,Manufacturing Director,3,3,9,9,7,0,7,3,608,68,6009,7412,11,0,3,1,4,3,3,2,Life Sciences,No,1
32,1,727,Female,Single,Y,No,3,80,Research & Development,Travel_Rarely,Research Director,3,3,10,7,7,7,7,6,1018,39,19373,11159,15,0,3,4,4,3,3,2,Life Sciences,No,3
47,1,728,Male,Single,Y,No,2,80,Sales,Travel_Rarely,Sales Executive,2,3,20,7,7,1,7,2,703,42,11825,4960,12,0,4,1,4,3,3,4,Marketing,No,14
40,1,729,Male,Married,Y,Yes,5,80,Sales,Travel_Frequently,Sales Executive,3,2,20,18,13,1,12,2,580,48,23772,10475,21,1,4,1,3,3,4,4,Life Sciences,No,5
53,1,730,Male,Married,Y,No,3,80,Research & Development,Travel_Rarely,Research Director,4,4,32,5,1,1,3,3,970,59,13514,14814,19,0,3,3,3,3,3,3,Life Sciences,No,7
41,1,731,Male,Divorced,Y,No,3,80,Human Resources,Travel_Rarely,Manager,5,2,23,21,6,12,6,2,427,73,8861,19141,15,3,2,4,2,2,3,4,Human Resources,No,10
60,1,732,Male,Single,Y,No,8,80,Sales,Travel_Rarely,Sales Executive,2,3,10,2,2,2,2,1,1179,84,11924,5405,14,0,1,1,4,3,3,4,Marketing,No,16
27,1,733,Male,Divorced,Y,No,1,80,Research & Development,Travel_Frequently,Manufacturing Director,3,3,9,9,7,1,7,4,294,32,4809,8793,21,2,4,1,3,2,4,2,Life Sciences,No,10
41,1,734,Male,Married,Y,No,1,80,Human Resources,Travel_Rarely,Manager,5,2,22,22,7,2,10,3,314,59,19562,19189,12,1,4,3,2,3,3,3,Human Resources,No,1
50,1,738,Male,Married,Y,No,7,80,Sales,Travel_Rarely,Sales Representative,1,3,4,2,2,2,2,2,316,54,9983,3875,15,1,4,2,4,3,3,4,Marketing,No,8
28,1,741,Female,Single,Y,Yes,7,80,Research & Development,Travel_Rarely,Research Scientist,1,1,10,7,7,3,7,4,654,67,3872,2216,13,0,1,2,4,3,3,2,Life Sciences,Yes,1
36,1,742,Female,Married,Y,No,9,80,Research & Development,Non-Travel,Research Director,3,4,10,8,7,0,5,2,427,63,20335,11713,14,1,1,1,1,3,3,3,Life Sciences,No,8
38,1,743,Female,Single,Y,Yes,4,80,Research & Development,Travel_Rarely,Manufacturing Director,3,3,10,1,0,0,0,4,168,81,15397,7861,14,0,3,3,4,4,3,3,Life Sciences,No,1
44,1,744,Male,Single,Y,No,2,80,Research & Development,Non-Travel,Laboratory Technician,1,1,9,5,2,1,4,5,381,49,2104,3708,14,0,1,3,3,3,3,3,Medical,No,24
47,1,746,Female,Divorced,Y,Yes,9,80,Sales,Travel_Frequently,Sales Executive,4,3,28,22,2,11,13,2,217,49,10225,13770,12,2,4,3,4,2,3,3,Medical,No,3
30,1,747,Male,Divorced,Y,No,7,80,Sales,Travel_Rarely,Sales Executive,2,3,10,8,7,7,7,2,501,99,25275,5304,23,1,3,4,4,2,4,5,Marketing,No,27
29,1,749,Male,Single,Y,No,1,80,Sales,Travel_Rarely,Sales Representative,1,3,1,1,0,0,0,6,1396,99,2755,2642,11,0,3,3,3,3,3,3,Life Sciences,No,10
42,1,752,Male,Divorced,Y,Yes,6,80,Research & Development,Travel_Frequently,Research Scientist,1,4,7,2,2,2,2,2,933,57,20366,2759,12,0,3,3,4,3,3,3,Medical,Yes,19
43,1,754,Male,Married,Y,No,3,80,Sales,Travel_Frequently,Sales Executive,2,2,7,2,2,2,2,5,775,47,23683,6804,18,1,4,4,3,3,3,3,Life Sciences,No,15
34,1,757,Female,Single,Y,No,3,80,Research & Development,Travel_Rarely,Healthcare Representative,2,3,10,5,1,4,3,2,970,96,7360,6142,11,0,2,3,4,3,3,2,Medical,No,8
23,1,758,Male,Married,Y,No,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,5,4,3,0,2,2,650,37,4344,2500,14,1,2,1,4,4,3,1,Medical,No,9
39,1,760,Female,Married,Y,No,9,80,Human Resources,Travel_Rarely,Human Resources,2,4,12,8,3,3,6,3,141,44,18767,6389,15,1,3,2,3,1,3,3,Human Resources,No,3
56,1,762,Male,Married,Y,No,7,80,Research & Development,Travel_Rarely,Healthcare Representative,4,3,30,10,7,1,1,1,832,81,20420,11103,11,0,3,4,3,2,3,3,Medical,No,9
40,1,763,Female,Single,Y,Yes,0,80,Research & Development,Travel_Rarely,Research Scientist,1,2,5,4,2,2,3,2,804,86,22929,2342,20,0,4,4,4,2,4,1,Medical,No,2
27,1,764,Female,Single,Y,No,8,80,Research & Development,Travel_Rarely,Healthcare Representative,2,2,9,7,6,0,7,2,975,55,23398,6811,19,0,4,1,1,1,3,3,Medical,No,7
29,1,766,Male,Divorced,Y,No,1,80,Sales,Travel_Rarely,Sales Representative,1,3,2,2,2,2,2,2,1090,83,17967,2297,14,2,4,2,4,3,3,3,Marketing,No,10
53,1,769,Male,Single,Y,No,2,80,Research & Development,Travel_Rarely,Laboratory Technician,2,3,19,2,2,2,2,4,346,86,10919,2450,17,0,4,4,4,3,3,3,Life Sciences,No,6
35,1,771,Female,Divorced,Y,No,2,80,Research & Development,Non-Travel,Healthcare Representative,2,3,16,1,0,0,0,2,1225,61,4761,5093,11,1,4,1,1,4,3,4,Life Sciences,No,2
32,1,772,Male,Married,Y,No,1,80,Research & Development,Travel_Frequently,Laboratory Technician,2,3,10,10,8,4,7,2,430,80,21146,5309,15,2,1,4,4,3,3,4,Life Sciences,No,24
38,1,773,Male,Married,Y,Yes,6,80,Research & Development,Travel_Rarely,Research Scientist,1,3,6,1,0,0,1,0,268,92,20471,3057,13,1,4,3,2,1,3,5,Medical,No,2
34,1,775,Female,Divorced,Y,No,3,80,Research & Development,Travel_Rarely,Manufacturing Director,2,3,7,0,0,0,0,3,167,32,4187,5121,14,1,2,1,3,3,3,5,Life Sciences,No,8
52,1,776,Male,Married,Y,No,1,80,Sales,Travel_Rarely,Manager,4,2,34,34,6,1,16,3,621,31,10084,16856,11,0,3,1,1,4,3,4,Marketing,No,3
33,1,780,Male,Single,Y,Yes,1,80,Research & Development,Travel_Rarely,Research Scientist,1,3,10,10,9,7,8,2,527,63,5207,2686,13,0,4,4,3,2,3,4,Other,Yes,1
25,1,781,Female,Single,Y,No,1,80,Sales,Travel_Rarely,Sales Executive,2,3,6,6,5,1,4,5,883,32,22807,6180,23,0,3,4,2,2,4,1,Medical,No,26
45,1,783,Male,Single,Y,No,0,80,Sales,Travel_Rarely,Sales Representative,2,1,9,8,7,3,1,3,954,46,12388,6632,13,0,2,3,1,3,3,2,Technical Degree,No,2
23,1,784,Male,Single,Y,No,1,80,Research & Development,Travel_Rarely,Research Scientist,1,4,2,2,2,0,2,3,310,79,19630,3505,18,0,1,3,4,3,3,1,Medical,No,10
47,1,785,Female,Single,Y,Yes,4,80,Sales,Travel_Frequently,Sales Executive,2,4,8,5,4,1,3,2,719,77,10339,6397,12,0,2,3,4,3,3,2,Life Sciences,Yes,27
34,1,786,Male,Single,Y,No,1,80,Sales,Travel_Rarely,Sales Executive,2,3,6,6,5,1,4,5,304,60,18686,6274,22,0,4,4,3,3,4,3,Other,No,2
55,1,787,Male,Married,Y,Yes,5,80,Research & Development,Travel_Rarely,Manager,5,3,24,5,2,1,4,2,725,78,21199,19859,13,1,4,1,4,3,3,3,Medical,Yes,2
36,1,789,Male,Single,Y,No,1,80,Sales,Non-Travel,Sales Executive,3,2,10,10,7,0,9,1,1434,76,14229,7587,15,0,1,1,2,3,3,4,Life Sciences,No,8
52,1,791,Male,Married,Y,No,0,80,Research & Development,Non-Travel,Research Scientist,1,3,5,4,3,1,2,3,715,41,26589,4258,18,1,4,4,1,3,3,4,Medical,No,19
26,1,792,Female,Divorced,Y,No,3,80,Research & Development,Travel_Frequently,Laboratory Technician,1,1,5,2,2,2,0,2,575,71,5288,4364,14,1,1,4,1,3,3,2,Life Sciences,No,1
29,1,793,Female,Married,Y,No,4,80,Research & Development,Travel_Rarely,Healthcare Representative,2,3,11,8,7,1,1,3,657,66,25549,4335,12,1,2,3,1,2,3,3,Medical,No,27
26,1,796,Male,Single,Y,No,6,80,Sales,Travel_Rarely,Sales Executive,2,2,6,4,3,1,2,2,1146,38,3064,5326,17,0,4,1,3,2,3,3,Technical Degree,Yes,8
34,1,797,Female,Single,Y,No,2,80,Research & Development,Travel_Rarely,Research Scientist,1,4,10,4,2,1,3,2,182,72,13551,3280,16,0,2,4,3,3,3,4,Life Sciences,No,1
54,1,799,Female,Divorced,Y,Yes,9,80,Research & Development,Travel_Rarely,Manufacturing Director,2,3,9,5,3,1,4,4,376,95,22670,5485,11,2,4,1,2,3,3,4,Medical,No,19
27,1,800,Male,Married,Y,No,0,80,Sales,Travel_Frequently,Sales Executive,2,3,5,4,2,1,1,3,829,84,24008,4342,19,1,3,4,2,3,3,1,Marketing,No,8
37,1,802,Female,Divorced,Y,Yes,0,80,Research & Development,Travel_Rarely,Research Scientist,1,3,6,5,3,4,3,3,571,82,19905,2782,13,2,4,1,2,2,3,1,Life Sciences,No,10
38,1,803,Female,Single,Y,Yes,6,80,Research & Development,Travel_Frequently,Manufacturing Director,2,4,17,15,7,4,12,2,240,75,26085,5980,12,0,1,1,4,3,3,4,Life Sciences,No,2
34,1,804,Female,Single,Y,No,1,80,Research & Development,Travel_Rarely,Research Scientist,1,2,6,6,5,1,3,3,121,86,7530,4381,11,0,3,1,3,3,3,4,Medical,No,2
35,1,805,Female,Married,Y,No,1,80,Sales,Travel_Rarely,Sales Representative,1,3,3,3,2,0,2,1,384,72,20317,2572,16,1,1,4,2,2,3,4,Life Sciences,No,8
30,1,806,Male,Married,Y,No,3,80,Research & Development,Travel_Rarely,Laboratory Technician,1,1,7,2,2,0,2,2,921,38,24375,3833,21,2,4,3,3,3,4,3,Life Sciences,No,1
40,1,807,Female,Married,Y,No,1,80,Research & Development,Travel_Frequently,Healthcare Representative,2,4,8,8,7,3,7,2,791,38,9931,4244,24,1,3,2,4,3,4,2,Medical,No,2
34,1,808,Female,Married,Y,No,5,80,Sales,Travel_Rarely,Sales Executive,2,3,6,3,2,1,2,1,1111,93,13305,6500,17,1,3,1,2,3,3,2,Life Sciences,No,8
42,1,809,Male,Divorced,Y,No,1,80,Research & Development,Travel_Frequently,Manager,5,3,24,24,7,14,9,4,570,66,16225,18430,13,1,2,4,2,2,3,3,Life Sciences,No,8
23,1,811,Male,Married,Y,Yes,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,4,1,0,0,0,0,2,1243,63,3445,1601,21,2,3,1,3,3,4,3,Life Sciences,Yes,6
24,1,812,Male,Divorced,Y,No,1,80,Research & Development,Non-Travel,Laboratory Technician,1,2,1,1,0,0,0,4,1092,60,26551,2694,11,3,3,2,3,3,3,3,Life Sciences,No,9
52,1,813,Female,Married,Y,No,8,80,Research & Development,Travel_Rarely,Laboratory Technician,2,3,9,5,2,1,4,3,1325,82,21821,3149,20,1,4,3,2,3,4,4,Life Sciences,No,11
50,1,815,Male,Married,Y,No,5,80,Research & Development,Travel_Rarely,Research Director,4,3,30,4,3,0,3,3,691,64,6881,17639,16,0,3,3,4,3,3,3,Medical,No,2
29,1,816,Female,Married,Y,Yes,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,2,1,1,0,0,0,1,805,36,6689,2319,11,1,2,1,4,3,3,2,Life Sciences,Yes,1
33,1,817,Male,Married,Y,No,0,80,Research & Development,Travel_Rarely,Research Director,3,3,14,13,9,3,7,3,213,49,25995,11691,11,0,3,3,4,4,3,3,Medical,No,7
33,1,819,Female,Single,Y,No,5,80,Sales,Travel_Rarely,Sales Executive,2,3,6,3,2,0,2,3,118,69,26507,5324,15,0,1,1,3,3,3,3,Marketing,Yes,16
47,1,820,Female,Married,Y,Yes,1,80,Research & Development,Travel_Rarely,Manager,4,3,26,26,14,3,0,3,202,33,12982,16752,11,1,3,4,3,2,3,2,Other,No,2
36,1,823,Female,Married,Y,No,0,80,Research & Development,Travel_Rarely,Manufacturing Director,2,3,10,9,7,0,5,2,676,35,23361,5228,15,1,3,2,1,3,3,3,Other,No,1
29,1,824,Male,Married,Y,No,1,80,Research & Development,Travel_Rarely,Research Scientist,1,4,10,10,7,0,7,3,1252,81,23779,2700,24,1,3,3,3,3,4,2,Life Sciences,No,23
58,1,825,Male,Single,Y,Yes,7,80,Research & Development,Travel_Rarely,Research Director,5,3,40,31,15,13,8,2,286,31,25761,19246,12,0,4,2,4,3,3,4,Life Sciences,Yes,2
35,1,826,Female,Single,Y,No,3,80,Research & Development,Travel_Rarely,Research Scientist,1,4,7,2,2,2,2,0,1258,40,13301,2506,13,0,4,3,3,3,3,4,Life Sciences,No,1
42,1,827,Female,Married,Y,Yes,9,80,Research & Development,Travel_Rarely,Manufacturing Director,2,2,8,4,3,0,2,4,932,43,4051,6062,13,1,4,4,4,3,3,2,Life Sciences,No,1
28,1,828,Male,Single,Y,No,6,80,Research & Development,Travel_Rarely,Research Scientist,1,3,5,2,2,2,1,3,890,46,16374,4382,17,0,3,3,4,2,3,4,Medical,Yes,2
36,1,829,Male,Married,Y,No,4,80,Human Resources,Travel_Rarely,Human Resources,1,3,8,5,2,0,4,2,1041,36,25527,2143,13,1,3,2,2,3,3,3,Human Resources,No,13
32,1,830,Female,Married,Y,No,1,80,Research & Development,Travel_Rarely,Manufacturing Director,2,2,14,14,13,6,8,3,859,98,19124,6162,12,1,3,3,3,3,3,3,Life Sciences,No,4
40,1,832,Male,Single,Y,No,6,80,Research & Development,Travel_Frequently,Laboratory Technician,2,2,10,1,0,0,0,6,720,51,11983,5094,14,0,1,3,4,3,3,4,Medical,No,16
30,1,833,Female,Single,Y,Yes,5,80,Research & Development,Travel_Rarely,Manufacturing Director,2,2,12,0,0,0,0,4,946,52,20234,6877,24,0,3,4,2,2,4,3,Medical,No,2
45,1,834,Female,Single,Y,No,1,80,Research & Development,Travel_Rarely,Research Scientist,1,2,1,1,0,0,0,3,252,95,6153,2274,14,0,2,3,4,3,3,3,Life Sciences,No,2
42,1,836,Male,Married,Y,No,1,80,Research & Development,Travel_Rarely,Manufacturing Director,2,3,10,9,8,7,8,3,933,98,11806,4434,13,1,2,2,4,2,3,3,Life Sciences,No,29
38,1,837,Male,Divorced,Y,No,2,80,Research & Development,Travel_Frequently,Healthcare Representative,2,2,13,4,3,1,2,3,471,45,4284,6288,15,1,1,1,3,2,3,3,Life Sciences,No,12
34,1,838,Female,Single,Y,No,1,80,Research & Development,Travel_Frequently,Research Scientist,1,2,6,5,2,1,3,3,702,100,8306,2553,16,0,3,4,3,3,3,4,Life Sciences,No,16
49,1,840,Female,Married,Y,No,1,80,Sales,Travel_Rarely,Sales Executive,3,3,9,9,8,7,7,3,1184,43,5860,7654,18,2,3,4,1,4,3,3,Marketing,Yes,11
55,1,842,Male,Single,Y,No,4,80,Sales,Travel_Rarely,Sales Executive,2,3,12,9,7,7,3,3,436,37,21519,5160,16,0,3,4,3,2,3,1,Medical,Yes,2
43,1,843,Male,Married,Y,No,6,80,Research & Development,Travel_Rarely,Research Director,4,3,22,4,1,1,0,3,589,94,5200,17159,24,1,2,1,3,3,4,2,Life Sciences,No,14
27,1,844,Male,Divorced,Y,Yes,1,80,Research & Development,Travel_Rarely,Research Director,3,2,9,9,8,0,8,3,269,42,8842,12808,16,1,3,4,2,3,3,1,Technical Degree,No,5
35,1,845,Male,Single,Y,No,3,80,Research & Development,Travel_Rarely,Manufacturing Director,3,3,17,8,5,1,6,3,950,59,18869,10221,21,0,3,3,2,4,4,3,Other,No,7
28,1,846,Female,Married,Y,Yes,1,80,Sales,Travel_Rarely,Sales Executive,2,3,8,8,7,7,5,2,760,81,3698,4779,20,0,2,2,1,3,4,4,Marketing,No,2
34,1,847,Male,Married,Y,No,0,80,Human Resources,Travel_Rarely,Human Resources,1,3,4,3,2,0,2,1,829,88,2243,3737,19,1,3,4,3,1,3,2,Human Resources,No,3
26,1,848,Female,Married,Y,Yes,1,80,Research & Development,Travel_Frequently,Research Scientist,1,2,8,8,7,1,7,2,887,88,20898,2366,14,1,3,3,1,3,3,2,Medical,Yes,5
27,1,850,Male,Married,Y,No,1,80,Research & Development,Non-Travel,Research Scientist,1,3,0,0,0,0,0,6,443,50,16571,1706,11,3,4,4,3,2,3,3,Medical,No,3
51,1,851,Female,Married,Y,No,2,80,Sales,Travel_Rarely,Manager,4,3,29,20,6,4,17,2,1318,66,5594,16307,14,1,1,3,3,2,3,4,Marketing,No,26
44,1,852,Male,Single,Y,No,9,80,Research & Development,Travel_Rarely,Healthcare Representative,2,3,10,5,2,2,3,2,625,50,5197,5933,12,0,4,2,4,2,3,3,Medical,No,4
25,1,854,Male,Single,Y,No,7,80,Research & Development,Travel_Rarely,Research Scientist,1,4,6,4,3,0,1,3,180,65,21632,3424,13,0,1,1,3,2,3,1,Medical,No,2
33,1,855,Male,Divorced,Y,No,1,80,Sales,Travel_Rarely,Sales Executive,2,4,9,9,8,0,8,5,586,48,21816,4037,22,1,1,1,1,3,4,3,Medical,No,1
35,1,856,Female,Single,Y,No,1,80,Research & Development,Travel_Rarely,Research Scientist,1,2,6,6,5,1,1,3,1343,53,17852,2559,11,0,3,1,4,2,3,1,Medical,No,27
36,1,857,Male,Married,Y,Yes,1,80,Sales,Travel_Rarely,Sales Executive,2,3,18,18,14,4,11,1,928,56,2823,6201,14,1,2,4,4,2,3,2,Life Sciences,No,1
32,1,859,Male,Divorced,Y,No,2,80,Sales,Travel_Rarely,Sales Executive,2,3,8,5,2,0,3,3,117,73,9250,4403,11,1,2,4,3,2,3,4,Life Sciences,No,13
30,1,861,Male,Divorced,Y,No,9,80,Research & Development,Travel_Frequently,Research Scientist,1,2,10,5,4,0,3,3,1012,75,2373,3761,12,1,2,4,2,2,3,4,Life Sciences,No,5
53,1,862,Female,Married,Y,Yes,7,80,Sales,Travel_Rarely,Sales Executive,3,2,35,5,2,0,4,3,661,78,20715,10934,18,1,1,4,4,3,3,2,Marketing,No,7
45,1,864,Male,Divorced,Y,Yes,4,80,Sales,Travel_Rarely,Sales Executive,3,3,18,5,4,0,2,2,930,74,19239,10761,12,1,4,1,3,3,3,3,Marketing,No,9
32,1,865,Female,Married,Y,No,5,80,Research & Development,Travel_Rarely,Research Scientist,2,4,9,5,3,1,3,3,638,91,22162,5175,12,1,3,3,3,2,3,2,Medical,No,8
52,1,867,Female,Married,Y,No,3,80,Research & Development,Travel_Frequently,Manufacturing Director,4,2,31,9,8,0,0,3,890,81,19028,13826,22,0,3,4,3,3,4,4,Medical,No,25
37,1,868,Male,Divorced,Y,No,4,80,Sales,Travel_Rarely,Sales Executive,2,2,9,1,0,0,0,2,342,66,24558,6334,19,2,4,3,4,3,3,4,Marketing,No,16
28,1,869,Male,Divorced,Y,No,1,80,Human Resources,Travel_Rarely,Human Resources,1,2,6,5,1,0,4,6,1169,63,23965,4936,13,1,2,4,4,3,3,2,Medical,No,8
22,1,872,Male,Married,Y,No,6,80,Research & Development,Travel_Rarely,Manufacturing Director,2,2,4,2,2,2,2,2,1230,33,19146,4775,22,2,4,4,1,1,4,2,Life Sciences,No,1
44,1,874,Male,Married,Y,Yes,2,80,Research & Development,Travel_Rarely,Laboratory Technician,1,4,10,3,2,0,2,2,986,62,5044,2818,24,1,1,4,3,2,4,4,Life Sciences,No,8
42,1,875,Male,Single,Y,Yes,5,80,Research & Development,Travel_Frequently,Research Scientist,1,3,8,2,1,2,2,2,1271,35,9068,2515,14,0,2,4,4,3,3,1,Medical,No,2
36,1,878,Male,Married,Y,No,0,80,Human Resources,Travel_Rarely,Human Resources,1,2,6,5,4,0,3,3,1278,77,8635,2342,21,0,1,1,3,3,4,3,Life Sciences,No,8
25,1,879,Male,Married,Y,Yes,1,80,Sales,Travel_Rarely,Sales Executive,2,3,5,5,3,0,3,3,141,98,14363,4194,18,0,3,1,4,3,3,1,Other,No,3
35,1,880,Female,Married,Y,Yes,1,80,Research & Development,Travel_Rarely,Manufacturing Director,3,2,17,17,14,5,15,2,607,66,23457,10685,20,1,4,3,2,3,4,3,Life Sciences,No,9
35,1,881,Female,Divorced,Y,Yes,1,80,Research & Development,Travel_Frequently,Research Scientist,1,3,10,10,2,7,8,3,130,96,16612,2022,19,1,4,2,1,2,3,4,Life Sciences,Yes,25
32,1,882,Male,Divorced,Y,No,0,80,Research & Development,Non-Travel,Laboratory Technician,1,3,4,3,0,0,2,2,300,61,9148,2314,12,1,4,4,2,3,3,3,Life Sciences,No,1
25,1,885,Male,Married,Y,No,1,80,Sales,Travel_Rarely,Sales Executive,2,2,5,5,2,0,3,1,583,87,18154,4256,12,0,3,1,1,4,3,1,Marketing,No,4
49,1,887,Female,Married,Y,No,2,80,Research & Development,Travel_Rarely,Research Scientist,1,3,7,4,2,0,2,2,1418,36,10554,3580,16,1,3,1,2,3,3,3,Technical Degree,No,1
24,1,888,Male,Married,Y,No,0,80,Research & Development,Non-Travel,Laboratory Technician,1,2,6,5,2,3,4,2,1269,46,10778,3162,17,0,1,4,4,2,3,1,Life Sciences,No,4
32,1,889,Male,Married,Y,No,1,80,Sales,Travel_Frequently,Sales Executive,2,3,10,10,8,5,3,3,379,48,8891,6524,14,1,2,2,4,3,3,2,Life Sciences,No,5
38,1,893,Male,Married,Y,No,0,80,Sales,Travel_Rarely,Sales Representative,1,2,3,2,2,1,2,3,395,98,12102,2899,19,1,2,2,4,3,3,3,Marketing,No,9
42,1,894,Female,Married,Y,Yes,2,80,Research & Development,Travel_Rarely,Laboratory Technician,2,4,17,5,3,1,3,1,1265,95,23726,5231,13,1,3,4,2,2,3,3,Life Sciences,No,3
31,1,895,Male,Married,Y,Yes,3,80,Research & Development,Travel_Rarely,Research Scientist,1,3,8,6,4,0,2,2,1222,48,14871,2356,19,1,4,4,2,3,3,4,Life Sciences,No,11
29,1,896,Female,Divorced,Y,Yes,6,80,Sales,Travel_Rarely,Sales Representative,1,2,5,3,2,0,2,3,341,48,23522,2800,19,3,2,3,3,3,3,3,Medical,Yes,1
53,1,897,Male,Married,Y,No,5,80,Sales,Travel_Rarely,Sales Executive,4,3,28,2,0,2,2,3,868,73,22789,11836,14,1,1,4,3,3,3,3,Marketing,No,8
35,1,899,Male,Married,Y,No,3,80,Research & Development,Travel_Rarely,Manufacturing Director,3,2,16,13,10,4,8,2,672,78,9129,10903,16,0,4,2,1,3,3,3,Technical Degree,No,25
37,1,900,Female,Married,Y,No,5,80,Sales,Travel_Frequently,Sales Representative,1,3,10,5,4,0,0,3,1231,54,21222,2973,15,1,3,4,2,3,3,2,Medical,No,21
